Username,Date,Reviews,Rating,Model 
Jose Gutiérrez de Piñeres,11/21/2024,"{""clickstreamNexusMetricsConfig"":{""actionType"":""DISCOVERY"",""productId"":"""",""eventOwner"":""vsemetrics_playercards"",""schemaId"":""clickstream.CustomerEvent.4"",""producerId"":""vsemetrics_playercards"",""eventType"":""IVEVideoView""},""clientPrefix"":""vse_reviews_desktop_r218dcn50y53zx_1737875042566"",""ccvDisclosure"":"""",""closedCaptionsConfig"":{""captionsOnTexts"":{""en"":""English (Automated)""},""captionsOffText"":""Captions off"",""languageToLabelTexts"":{""English"":""English""}},""sushiMetricsConfig"":{""isRobot"":false,""clientId"":""VSE-US"",""videoAsinList"":"""",""weblabIds"":"""",""eventSource"":""Player"",""sessionId"":""134-3312915-0651019"",""refMarkers"":""vse_reviews_desktop_R218DCN50Y53ZX_1737875042566_ref"",""placementContext"":""cr_inline_review"",""marketplaceId"":""ATVPDKIKX0DER"",""isInternal"":false,""endpoint"":""https://unagi-na.amazon.com/1/events/com.amazon.eel.vse.metrics.prod.events.test"",""requestId"":""M623MNXGGKVEPYM1MRWT"",""customerId"":""A31RZ02Y4NWWH3"",""sessionType"":1},""mimeType"":""application/x-mpegURL"",""nexusMetricsConfig"":{""isInternal"":false,""widgetMetricsSchemaId"":""vse.VSECardsEvents.8"",""clientId"":""VSE-US"",""videoAsinList"":"""",""weblabIds"":"""",""eventSource"":""Player"",""videoAsin"":""R218DCN50Y53ZX"",""producerId"":""vsemetrics_playercards"",""refMarkers"":""vse_reviews_desktop_R218DCN50Y53ZX_1737875042566_ref"",""placementContext"":""cr_inline_review"",""playerTSMMetricsSchemaId"":""vse.VSECardsPlayerEvents.7""},""videoHeight"":0,""videoWidth"":0,""initialClosedCaptions"":""en,https://m.media-amazon.com/images/S/vse-vms-closed-captions-artifact-us-east-1-prod/closedCaptions/4f681771-70fa-47cd-aed1-2c162ecd427c.vtt"",""videoUrl"":""https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-us-east-1-prod/07ea8741-2e8f-4a2b-9328-1fa5532f41ca/embedded.cc.default.vertical.jobtemplate.hls.m3u8"",""metricsEmissionMethod"":""nexus"",""imageUrl"":""https://m.media-amazon.com/images/I/51iMJ9d5qSL._SY256._SY256.jpg"",""awaConfig"":{""useUpNextComponent"":false,""clickstreamNexusMetricsConfig"":{""actionType"":""DISCOVERY"",""productId"":"""",""eventOwner"":""vsemetrics_playercards"",""schemaId"":""clickstream.CustomerEvent.4"",""producerId"":""vsemetrics_playercards"",""eventType"":""IVEVideoView""},""initialVideo"":""R218DCN50Y53ZX"",""shouldPreload"":true,""enableClickBasedAttribution"":false,""isChromelessPlayer"":false,""closedCaptionsConfig"":{""captionsOnTexts"":{""en"":""English (Automated)""},""captionsOffText"":""Captions off"",""languageToLabelTexts"":{""English"":""English""}},""showPlayerPlayButton"":false,""isVideoImmersivePlayer"":false,""metricsEmissionMethod"":""nexus"",""skipInitialFocus"":false,""playerSkin"":""none"",""disabledViewIds"":[""replayHint""],""includeEarnsComissionDisclosure"":false,""customerId"":""A31RZ02Y4NWWH3"",""containerId"":""vse_reviews_desktop_r218dcn50y53zx_1737875042566-player-19958b85-8513-45af-a341-4d346ddb1b1f"",""allowCrossOrigin"":false,""requestMetadata"":{""marketplaceId"":""ATVPDKIKX0DER"",""clientId"":""VSE-US"",""method"":""cr_inline_review"",""requestId"":""M623MNXGGKVEPYM1MRWT"",""pageAsin"":"""",""sessionId"":""134-3312915-0651019""},""shouldLoop"":false,""shouldDisableControls"":false,""alwaysSetInitialVideo"":true,""showPlayerCloseButton"":false,""clientPrefix"":"""",""useAutoplayFallback"":false,""sushiMetricsConfig"":{""isRobot"":false,""clientId"":""VSE-US"",""videoAsinList"":"""",""weblabIds"":"""",""eventSource"":""Player"",""sessionId"":""134-3312915-0651019"",""refMarkers"":""vse_reviews_desktop_R218DCN50Y53ZX_1737875042566_ref"",""placementContext"":""cr_inline_review"",""marketplaceId"":""ATVPDKIKX0DER"",""isInternal"":false,""endpoint"":""https://unagi-na.amazon.com/1/events/com.amazon.eel.vse.metrics.prod.events.test"",""requestId"":""M623MNXGGKVEPYM1MRWT"",""customerId"":""A31RZ02Y4NWWH3"",""sessionType"":1},""ospLinkCode"":"""",""showPosterImage"":true,""languageCode"":""en"",""version"":"""",""nexusMetricsConfig"":{""isInternal"":false,""widgetMetricsSchemaId"":""vse.VSECardsEvents.8"",""clientId"":""VSE-US"",""videoAsinList"":"""",""weblabIds"":"""",""eventSource"":""Player"",""videoAsin"":""R218DCN50Y53ZX"",""producerId"":""vsemetrics_playercards"",""refMarkers"":""vse_reviews_desktop_R218DCN50Y53ZX_1737875042566_ref"",""placementContext"":""cr_inline_review"",""playerTSMMetricsSchemaId"":""vse.VSECardsPlayerEvents.7""},""shouldStartMuted"":false,""airyVersion"":""VideoJS"",""languagePreferenceStrings"":{},""enableInactiveFocus"":true,""isReactFactory"":false,""enableDelphiAttribution"":false,""includeReportWidget"":false,""shouldAutoplay"":false},""needPlayerFactory"":false,""isMobile"":false}The video showcases the product in use.The video guides you through product setup.The video compares multiple products.The video shows the product being unpacked.Video Player is loading.Play VideoPlayMuteCurrent Time 0:00/Duration 1:23Loaded: 7.24%0:00Stream Type LIVESeek to live, currently behind liveLIVERemaining Time -1:23 1xPlayback RateChaptersChaptersDescriptionsdescriptions off, selectedCaptionscaptions off, selectedEnglishAudio Trackdefault, selectedFullscreenThis is a modal window.
            
            
        
    
    
  
  
    I purchased two renewed iPhone 15 devices (128GB), both in flawless condition—100% battery health, no scratches, and under Apple warranty until September 2025. Performance on both phones is exceptional, everything was butterysmooth, 2day shipping and well packaged. Although I was initially hesitant about DirectCertified due to mixed reviews, their prompt customer service reassured me. Overall, an excellent purchase and great value for both devices!",5,"iPhone 15, 128GB"
Jhon Venegas|Jhon Venegas,11/21/2024,"Todo muy bien! Como nuevo en excelente estado, lo único que no vino con cargador solo cable de datos por el resto un buen producto",5,"iPhone 15, 128GB"
Karla C.|Karla C.,12/5/2024,Llego a tiempo y excelente,5,"iPhone 15, 128GB"
Shopaholic,11/25/2024,"Loved how quick shipping it was, color as expected, hope it lasts through the year !",5,"iPhone 15, 128GB"
Arvind V. Doerdjan,11/27/2024,"arrived in time and in very good packaging and working condition, like new.",5,"iPhone 15, 128GB"
Tino,11/25/2024,Got mine at a really good battery percentage and overall happy with the product,5,"iPhone 15, 128GB"
jessie,8/31/2024,"I never review however am highly impressed with this product. I recently broke my iPhone 15 and refused to buy the same phone for the same price at apple. After researching renewed options from different sites this option came up as the best priced for the best quality. I’ve bought renewed items before from others sellers / companies and have had issues, so I was a little nervous. When the phone arrived I was shocked at the quality. It looked brand new. No scratches or any issues at all. I will never buy a brand new phone again when I can buy it for half the price for the same quality. HIGHLY RECOMMEND THIS SERVICE / PRODUCT",5,"iPhone 15, 128GB"
Robert P.,11/11/2024,Shipped VERY FAST. Needed for work ASAP. Near MINT condition and works perfectly and still well in warranty. What else could I ask for! Thank you :),5,"iPhone 15, 128GB"
Dominic Martinelli,10/31/2024,"I’m always a bit leery of ordering used phones, however, this one works great. No issues. As described.I realize this review is not really about the phone, but rather the seller. I was pleasantly surprised by not having any issues.",5,"iPhone 15, 128GB"
Leslie Berlin|Leslie Berlin,6/5/2024,"It was time for me to upgrade my old iPhone 7 since it was not updating to the latest iOS. I researched and decided I got the best bang for my buck if I went for the iPhone 15 rather than the iPhone 13. The quality of the unlocked refurbished phone is outstanding. It's just like new except for the packaging. I especially appreciate the much longer battery life as my previous phone I had to recharge constantly during the day. On this one the battery lasts all day. I haven't had the opportunity to use the camera often but it seems there are a few nice options on there. The extra black space at the top of the phone shows any extra application you may be using in tandem with what's on the face of the phone. This is really handy, for example, if you're using the Google navigation and go away from that to check your messages.",5,"iPhone 15, 128GB"
Wen,11/15/2024,"The media could not be loaded.
                
            
                
            
        
    
    
  
    Ayer recibí mi celular, llego en perfecto estado batería en 100% e incluso con Apple CareEstoy muy feliz!Lo único malo y punto de mejora es el empaque viene muy mal empacado y el cargador que trae no es original, pero considero que por el precio está bien",5,"iPhone 15, 128GB"
Rayna,11/4/2024,"I love this purchase the phone come with no scratches no crack. I was very easy to set up, no problems or any difficulties yall should give it a try",5,"iPhone 15, 128GB"
Faith|Faith,11/12/2024,"It says 99% battery life, but the phone doesn’t act like new. The percentage drops quickly, and it gets a little warm while using it. Overall, it is a good phone and matches the description.",3,"iPhone 15, 128GB"
Nakyla Brady,10/5/2024,I got this phone as an upgrade from an XR I had gotten refurbished- but this 15 is almost brand new! It’s only had one cycle before and was first used in July!Other than a tiny scratch on the screen that I can’t really see other than from a certain angle- the phone is perfect! Great value,5,"iPhone 15, 128GB"
Tony Bearden,11/17/2024,Bought for my wife. She absolutely loves it. Battery life is  great. Way better than her Iphone 11,5,"iPhone 15, 128GB"
Hugo,10/12/2024,"Llego rápido y con mucha seguridad para la entrega, lo único ea que debe ser detallado en la descripción que el teléfono funciona sólo con eSim ya que estoy fuera del país y no he podido activar la red móvil aún.Por lo demás me gusto el servicio y la unidad comprada",5,"iPhone 15, 128GB"
Jack Shuai,11/3/2024,"Great quality on the iPhone 15. Battery health is at 100%. There’s no visible scratches anywhere. And all the buttons, speakers, and cameras function as expected. Very satisfied with this purchase!",5,"iPhone 15, 128GB"
Kindle Customer,11/5/2024,My phone was delivered and it worked well enough but it was delivered with scratches on the screen. When I brought it to the attention of the seller. I was told I would receive a $30 . The money was never sent to my account. Disappointed.,3,"iPhone 15, 128GB"
marlaw,5/22/2024,"My hesitation to buy this IPhone from Amazon’s renewed program was  unwarranted. The phone arrived in excellent condition. The battery charged to 100%, showed 6 cycles and there were no bumps, bruises or knots that indicated hard use or wear and tear—just a barely noticeable nick on the screen. . Transferring data from my 11Pro to the 15 was fast and easy. The only challenge I experienced was installing the ESim card and my carrier helped with that.  So far, I haven’t experienced problems with the applications I use most often.  My tablet and watch connected easily and I have twice the capacity of my old phone. After reading about the renew program, I felt much safer than going through other Marketplaces where there is no guarantee for the product you purchase.Winning!",5,"iPhone 15, 128GB"
Brandon,11/16/2024,"Very happy with the product, in excellent condition, durable battery, excellent service. 100% recommended!",5,"iPhone 15, 128GB"
Jesse Young|Jesse Young,9/6/2024,"This IPhone 15 came earlier than I expected and it made me feel better because my iPhone 8 was getting slow. I am really satisfied with this phone and for the price you can’t beat a nice hand me down phone without any scratches. Thank you for the amazing deal on a good phone, I chose this phone for the camera and it is worth it. Now I can take some good pictures of all sorts of things!",5,"iPhone 15, 128GB"
Julie,10/13/2024,The phone was packaged very well.  It was fully charged when it came. The sound is clear and the volume easy to modulate. I would not hesitate to order from this company.,5,"iPhone 15, 128GB"
Kahloni,9/25/2024,I ordered this phone back in April/may and I do not regret it one bit! It works great and the color is really pretty the camera quality is good too. The phone had no damages and everything is as it should be,5,"iPhone 15, 128GB"
Cortez Washington,10/24/2024,I’m big on taking excellent care of my purchases. This protects my iPhone 16 Pro Max effectively. It’s not clunky and the clear version allows your phone color to be seen.,5,"iPhone 15, 128GB"
fernando castro,11/13/2024,bueno,5,"iPhone 15, 128GB"
colonelwa|colonelwa,6/6/2024,"I love my Kindles, I've had several of them since they first came out.  Still use the latest version daily but I needed either an iPad or a true Android device to run a couple of specific Aps.  Couldn't get the aps to work properly on a ""google play cracked"" Kindle, didn't want to spend $500 on an iPad.  Ordered this Lenovo based on reviews, research and recommendations.  Exactly what I needed/wanted!  Fast, light, cheap - couldn't ask for anything more.  Came with a pretty good case but I upgraded to a ""child proof"" case since I use the tablet to do field recordings and carry it with me most of the day.  Wanted to downsize from my current 11-inch Kindle and this is as small as I will ever go but the display is large enough with great color/resolution.  Battery life seems to be fantastic, I use it to occasionally browse or check email or weather, but mostly to capture data transmissions via Bluetooth and I go 3-4 days before having to recharge it..Picture is of the tablet atop my Kindle and work iPad and then laptop.  Super light, small enough to slip in a jacket pocket.  Haven't found a single thing to complain about in the 3 month's I've owned it.",5,Tab M9
IFEANYI A MADUKA,1/22/2025,"It doesn't have a kickstand. Otherwise, it would have been perfect. It's super thin yet sturdy, and the FHD colors are gorgeous. It's lightweight and thus makes a superb e reader. Great battery life as well. Shame about the kickstand.",5,Tab M9
AATP,12/15/2024,"This is a good tablet that I purchased just for reading.However I took away a star because the enclosed screen protector has bubbles in it!  Not sure as to why.I had my grown son who is very good at things like this, apply the protector according to directions, and he and I were so surprised at the amount of bubbles in it no matter how much he smoothed it out.He finally held it up to look at it and stated that the bubbles were actually IN the screen protector.Therefore, the screen protector is basically worthless.Other than that I recommend it.",4,Tab M9
Grumpy Old Recluse,1/16/2025,This is a very good tablet.  The screen is bright enough and the processor is fast for a budget price.,5,Tab M9
Endocrantz,3/1/2024,"I've used some sketchy tablets in my day. I did feel I could be gaining more experience with that when I picked this up on sale a few months ago. I've been quite pleasantly surprised.There are quite a few negative reviews out there. The storage space is tighter than I like, but honestly adding more applications and junk defeats its purpose. Other than that, I think reviewers are expecting $1,000 tablet performance and graphics. That's not what the tab m9 is. If they want that, they'll have to pay. Similarly, the camera is mediocre by today's standards, but I have a Pixel that has a fantastic camera. I don't need another. That's all I can think to say to knock it.I've watched movies, read stories, played logic games (nothing graphicly intense) although I don't really play computer games. Browsing the web and social media are pleasant experiences.I'm taking it travelling. I'll watch a movie or two on my flight. Resolution is great for the screen dimensions. I can VPN into work, use ssh, and get a shell on machines I manage if something comes up. It does everything I need and everything runs smoothly. I don't try to crush it, I just use it.Temper your expectations and enjoy this little tablet. It is a compromise tablet for the price point. I keep it updated, running android 13. It's a pretty good deal.",5,Tab M9
