Username,Date,Reviews,Rating
Chris Maxwell,"Reviewed in the United States on June 17, 2023","Bought this phone from these guys after months of surfing, digging and review readings. Lol. Needless to say, I for real don't see how it could have ever been used. Has to of been brand new. Love the phone. Only thing I'm upset about is the phone not having the wifi calling option enabled with my current carrier. Other than that though great purchase. Definitely would recommend getting a phone from these guys.",5
Nadeige Desruisseau,"Reviewed in the United States on July 22, 2024","Good quality, I like it",5
Gabriel,"Reviewed in the United States on February 20, 2024","Ordered a an excellent condition and arrived like new, been using it for a month, so far I had no problems.I used it in Europe on 2 operators during a trip and I confirm is unlocked as well a global phone.",5
Chris,"Reviewed in the United States on March 30, 2023","The Samsung Galaxy S21 FE 5G phone that I received was listed as Excellent...and it surely was!  It truly was in like-new condition with no hints that it had ever been used.  The phone came with a protective plastic file across the back and sides of phone.  As always, I immediately applied a screen protector and Otterbox Commuter case (both sold separately).  Phone shipment was very quick.  I am very happy with my purchase!",5
AT,"Reviewed in the United States on March 16, 2024","I brought the phone for one of my children, I don't use the phone much. But so far so good no issues. I will keep an eye on it and give updates if anything arises. The price was good and I'm happy with purchase.",5
Bee On Thyme,"Reviewed in the United States on April 15, 2024",I didn't get a charger when I bought this same model brand new. Is better than good condition.  The battery still doesn't last long though.,5
Amazon Customer,"Reviewed in the United States on May 29, 2024",Bought this phone to run ATAK. It came in perfect condition and has been running great.,5
keisha,"Reviewed in the United States on April 6, 2024","I thought this phone would have minor stratches but the body was actually prefect. No sctraches, dents or marks on it. I ordered it renewed unlocked and didn't have any problem activating it to my Boost mobile carrier.",5
Deland Bell,"Reviewed in the United States on April 25, 2024","This phone does everything I needed in a phone.  Runs fast, has good memory space for apps and files. Very pleased so far.",5
James,"Reviewed in the United States on February 15, 2024",If you are trying to pay less for top tier phones this is the way to do it. I bought the one in poorest condition. Sure the phone has a few scratches but once a case and screen protector are applied you don't even notice.,5
Enrique Ortiz,"Reviewed in the United States on July 21, 2024",Muy buen producto tal como se mencionaba en la oferta|,5
Trayvon,"Reviewed in the United States on May 11, 2024",Good deal very happy with what I got little minor blemish here and there if you really look for them. Over all excellent performer in this economy,5
Amazon Customer,"Reviewed in the United States on June 19, 2023","Waited to write review to see how phone would operate after using for a couple of months.I am very pleased with the phone and have had no problems at all.The phone looked and operated like a brand new phone, so if you feel a little skeptical as I was, trust me and get it , you will not be disappointed .",5
Flower Girl,"Reviewed in the United States on September 21, 2023","I love this phone so far. I bought it and didn't realize I couldn't use an SD card but it's cool because I don't really need one. It arrived quickly and in great condition. After almost a month of use, I'm a happy customer.",5
Luis M. Marcano,"Reviewed in the United States on December 27, 2023","If you are looking to jump from the A series, this is a great deal. Refurbished for a third of the price of a new one. Phone looks like new but comes in a generic box, that's it. For all details on the better features check youtube.",5
ET,"Reviewed in the United States on August 29, 2023","Love the wireless charging feature, first time I tried it. This phone was in like new condition. Just had it a few days, but everything seems to work very well. Also installed a compass app and that is so handy. Works just like a quality mechanical compass. Thanks for a great product!",5
Bucket Hat,"Reviewed in the United States on April 6, 2024","|The video showcases the product in use.|The video guides you through product setup.|The video compares multiple products.|The video shows the product being unpacked.|Video Player is loading.||Play Video||Play||Mute||Current Time|0:00|/|Duration|0:19|Loaded: 31.61%|Loaded|31.61%|Stream Type||Seek to live, currently behind live|LIVE|Remaining Time|-|0:19||Playback Rate||Chapters||Descriptions|descriptions off|, selected||Captions|captions off|, selected|English (Automated)|||Audio Track|default|, selected||Fullscreen|The phone looks almost brand new, and everything seems to work fine.Still has the original protective plastic from the manufacturer around the sides.Thats my screen protector thats why the screen looks weird",5
P Gardner,"Reviewed in the United States on May 18, 2024",Excellent photos. Love all the features. Im thrilled I chose this phone.,5
paul M,"Reviewed in the United States on May 15, 2024","arrived quickly, no noticeable scratches or marks, the phone seems to work well.",5
seandog,"Reviewed in the United States on April 6, 2024","A small dent on the back was the only defect I saw. Sadly, it was locked, so I have to return it. But again, the phone seemed great.",5
Oliver M.,"Reviewed in the United States on April 3, 2024","It took a week to get to me by USPS, but it arrived in excellent condition. It's a great phone. You might want to opt for the express delivery.",5
Tlandman82,"Reviewed in the United States on March 10, 2024","Device came fast, looks brand new no issues with setup. Charger worked but it was very slow charging switched charger and it charged in no time.  I would definitely buy from them again",5
John R,"Reviewed in the United States on March 16, 2024",Only had for 2 days but it came in excellent condition with a new screen.There is no carrier logo screen at all.Battery is holding a great charge as well.,5
jose,"Reviewed in the United States on March 17, 2024",Just wanted give the thumbs up to the seller cuz I knew what to expect from the phone but you never know with the sellers. Def would buy from them again,5
Luciano C.|Luciano C.,"Reviewed in the United States on May 9, 2023","El teléfono me llegó nuevo diría, no tiene marcas ni golpes ni defectos de ningún tipo. Todo funciona bien, le puse un chip de argentina y no tuve problemas de conexión. Lo único que me llego en un color que no fue el que pedí, pero me gustó mas el que me mandaron asi que genial. Producto recomendado y el vendedor también.|",5
Scott,"Reviewed in the United States on August 31, 2023","Great phone, I love it. The only thing is the battery is a little short-lived if you are on it a lot. The reviews all say the same thing. It is not this phone it is all of them. In spite of that, I still love it.",5
J. L. Pang,"Reviewed in the United States on March 4, 2024",Good all-around cellphone with all the bells and whistles but at a budget-friendly price. Great travel cell for when you don't want to risk loosing your main cell.,5
Amazon Customer,"Reviewed in the United States on July 4, 2023",I’ve had my phone for couple days now and it’s amazing. The battery last a long time. I was able to just put my att sims card and my service irked just fine. I also transferred everything using the sharing app. I will definitely be buying my cell phones here again. Looked just like NEW !! Thank you,5
Jamie Lawley,"Reviewed in the United States on April 9, 2024",Great product very clean easy to activate packaging was secure and done with care no complaints from me,5
Arto,"Reviewed in the United States on March 20, 2024","Phantom BlackClean as new, no scratches (I bought the excellent rated)It's Unlocked",5
Antony Herrera|Antony Herrera,"Reviewed in the United States on October 13, 2023",|The media could not be loaded.|Compre este teléfono en condición reacondicionado excelente..!!! Y la verdad cumple sus especificaciones el teléfono esta como nuevo no tengo ninguna queja..!!! Muy contento con este producto lo recomiendo 100%  garantizado..!!|,5
